-0.467802331970576,-0.243441048046835,-0.141979695424142,0.0819841086586836,0.0457552384323445,0.0249014139128121,0.0134053536759547,0.00718876686424939,0.00385019251046474,0.00206286269194865,0.00132775799564142,0.000368830100396336,0.00025910325006945,0.000148531274709644,8.12304540250163e-05,4.37788869248654e-05,2.34836716483435e-05,1.25784451357848e-05,-6.73429383706502e-06,-3.60494190634018e-06,-1.92968724204709e-06,-1.03292889256257e-06,-6.76537267246016e-07,-4.15637217964293e-07,-1.86350102029416e-07
-0.420047193285019,-0.173493688147549,-0.0930811532173062,0.0522563538985695,0.0289472186887803,0.0157262305788379,0.00846258221139244,0.00453773069395476,0.00243028684825059,0.00130209688832478,0.000838091436221108,0.000232808394150106,0.0001635479505928,9.37540736305614e-05,5.12732820368997e-05,2.7633567257468e-05,1.48230726133359e-05,7.93961048307233e-06,-4.25073762044506e-06,-2.27546681982166e-06,-1.21803330146988e-06,-6.51992593379563e-07,-4.27035481921531e-07,-2.62353381300701e-07,-1.17625605326686e-07
-0.375657958533469,-0.110123172642415,-0.0504246290914945,0.0266515866673228,0.0145165552769427,0.007854642979659,0.00422279225375977,0.0022638242761083,0.00121238423368428,0.000649562850589382,0.000418088406326436,0.000116138148475231,8.15870619771764e-05,4.67698867720484e-05,2.5578041379415e-05,1.3785201518456e-05,7.39459517125219e-06,3.96073114296775e-06,-2.12051068615608e-06,-1.13513280238604e-06,-6.07624573071135e-07,-3.2525114105803e-07,-2.1302968647933e-07,-1.30876849692907e-07,-5.86783696032224e-08
-0.334511621259865,-0.053058501325721,-0.0137106504603857,0.00494918551105118,0.00233292679150148,0.00121480431149458,0.000647191985658263,0.000346231077286438,0.000185333936747543,9.92860111470724e-05,6.39033536817465e-05,1.77511264269173e-05,1.24701470578422e-05,7.14852500412336e-06,3.90946537682025e-06,2.10699350333865e-06,1.1302238778701e-06,6.05376332784769e-07,-3.24108589083051e-07,-1.73498909191274e-07,-9.28721295006317e-08,-4.97128777079237e-08,-3.25604353564671e-08,-2.00038185888716e-08,-8.96867140746493e-09
-0.296485175008148,-0.00202867399175563,0.0173602552623429,-0.0130714710241393,-0.00773398817287723,-0.00426513222943882,-0.00230301041031212,-0.00123586543593526,-0.000662014772578326,-0.000354708197597785,-0.00022830927398877,-6.34209089396301e-05,-4.45532313299805e-05,-2.55402008032256e-05,-1.39677126468186e-05,-7.52785299246557e-06,-4.0380567109744e-06,-2.16288472991537e-06,1.15797311599172e-06,6.19875804854374e-07,3.31812956589345e-07,1.77613854895108e-07,1.16331717394102e-07,7.14695164900745e-08,3.20432124804291e-08
-0.261455613322256,0.0432373095651931,0.0430875606630139,-0.0276310043921424,-0.0158145110215236,-0.00865701344692027,-0.00466660675154849,-0.00250328179697988,-0.00134081262431113,-0.000718394343240212,-0.000462395028960509,-0.000128446194568927,-9.02335103509844e-05,-5.17264797799549e-05,-2.8288759367585e-05,-1.52461341736042e-05,-8.17826203944857e-06,-4.38048282756638e-06,2.34523887426714e-06,1.25543228479846e-06,6.72019612563417e-07,3.59720714885343e-07,2.35606217599633e-07,1.44746960077016e-07,6.48970053964469e-08
-0.229299929746132,0.0830104495508368,0.0637707383279497,-0.0389500360468516,-0.0220389631597699,-0.0120326861447334,-0.00648238885545191,-0.00347683453927201,-0.00186221034846958,-0.000997746993375764,-0.000642199463509217,-0.000178392967405651,-0.00012532112716993,-7.18405010560624e-05,-3.92889414614914e-05,-2.11746462446923e-05,-1.13584075517271e-05,-6.08384874263049e-06,3.25719313094076e-06,1.74361147568317e-06,9.33336765779352e-07,4.99599360402881e-07,3.27222511101169e-07,2.01032316688672e-07,9.0132430649127e-08
-0.199895117823713,0.117561746170888,0.0797092608434731,-0.0472491874421606,-0.0265376659929482,-0.0144639971266591,-0.00778914853942033,-0.00417734019623612,-0.00223735867507267,-0.0011987407156002,-0.000771568129910759,-0.000214329464394524,-0.000150566518951603,-8.63124537615579e-05,-4.72035256045531e-05,-2.54401854103503e-05,-1.36465086919872e-05,-7.30941325757023e-06,3.91334033121126e-06,2.09485432255176e-06,1.12135334359518e-06,6.00241449588678e-07,3.93140043740522e-07,2.41529390841881e-07,1.08289211546902e-07
-0.173118171098941,0.147162199631057,0.0912026007959065,-0.0527490800319627,-0.0294409409263901,-0.0160227931964793,-0.00862567762085279,-0.00462561530129509,-0.00247740833413718,-0.00132735007750842,-0.000854346580440432,-0.000237323922480145,-0.000166720122860696,-9.55725270263908e-05,-5.22677784727632e-05,-2.8169547875185e-05,-1.51105809043964e-05,-8.09360715484399e-06,4.33318492027467e-06,2.31960177044633e-06,1.24165827336831e-06,6.64638640583268e-07,4.35318261359192e-07,2.67441987053408e-07,1.1990707139828e-07
-0.148846083115755,0.172082810137057,0.0985502307715725,-0.0556703352701518,-0.0308791093654274,-0.0167809211579753,-0.00903076791714838,-0.00484247638787338,-0.00259351005568256,-0.00138954964669527,-0.00089438036737358,-0.000248444578606998,-0.000174532376061846,-0.000100050909980515,-5.47169667421134e-05,-2.94895298437944e-05,-1.58186396331199e-05,-8.47286121690589e-06,4.53623134332606e-06,2.42829476440782e-06,1.29984048245574e-06,6.95782591527014e-07,4.55716609798547e-07,2.79973909840108e-07,1.25525733511899e-07
-0.126955847418096,0.192594577894599,0.102051623356794,-0.0562335746106212,-0.0309824927153921,-0.0168102278149291,-0.00904321124570608,-0.00484873998939491,-0.00259681456972702,-0.00139131399075723,-0.000895515042986481,-0.000248759669720308,-0.000174753715720172,-0.000100177791754123,-5.47863570887082e-05,-2.95269275208533e-05,-1.58387003223666e-05,-8.48360622623561e-06,4.54198404557422e-06,2.43137424948495e-06,1.30148889821826e-06,6.96664960562045e-07,4.56294534901116e-07,2.80328963719598e-07,1.25684921196813e-07
-0.107324457549902,0.208968503109395,0.102006251137892,-0.0546594195072648,-0.0298814123816158,-0.0161825599711221,-0.00870179942392489,-0.0046652226392836,-0.00249847260628882,-0.00133861767728913,-0.000861596159554459,-0.000239337432763688,-0.000168134578999366,-9.63833614766536e-05,-5.27112161882719e-05,-2.84085371108157e-05,-1.52387784162174e-05,-8.16227296524891e-06,4.36994747218722e-06,2.33928117070617e-06,1.25219244800627e-06,6.70277405825277e-07,4.39011482505625e-07,2.69710953207189e-07,1.20924357761037e-07
-0.0898289070551146,0.221475585987158,0.0987135867011911,-0.0511684914139758,-0.0277061897694305,-0.014969764430336,-0.00804532426920379,-0.00431274087096341,-0.00230963489538632,-0.00123743527388641,-0.00079646926935317,-0.000221246104682655,-0.000155425403065887,-8.90978082786778e-05,-4.87268107171413e-05,-2.62611548184883e-05,-1.4086889358967e-05,-7.54529221646111e-06,4.03962606839435e-06,2.16245647313075e-06,1.15754005918701e-06,6.19611585461933e-07,4.05826898456435e-07,2.49323682821689e-07,1.11783766514305e-07
-0.0743461894776733,0.230386826733598,0.0924731026330127,-0.045981411784648,-0.0245871462841678,-0.0132436879963525,-0.00711257759894178,-0.0038121112178583,-0.00204145216703787,-0.00109374134814445,-0.000703979924658238,-0.000195553922421653,-0.000137376625083027,-7.87513212901425e-05,-4.30684073506848e-05,-2.32115768480852e-05,-1.2451048594559e-05,-6.66909476220958e-06,3.57052427934459e-06,1.91134110177213e-06,1.0231206591005e-06,5.47659157603418e-07,3.58700228589269e-07,2.20370957076603e-07,9.88028707638035e-08
